id,firstname,lastname,Random Integer,Random Float,Random Double
8532,Deedee,Janith,503,390.55,3785
8533,Codie,Waite,634,364.54,5911
8534,Elvira,Trace,113,977.16,7606.1
8535,Ronna,An,692,359.91,8577.2
8536,Ariela,August,779,467.92,5736.4
8537,Olivette,Colyer,115,70.4,4088.9
8538,Carree,Dyche,388,906.18,5132.4
8539,Kassey,Glenden,355,193.09,4484.6
8540,Bibby,Read,564,712,6926.4
8541,Emmey,Strephon,448,710.56,5157.2
8542,Tersina,Rubie,734,960.29,5831.5
8543,Stacey,Dannye,419,970.07,8107.7
8544,Flory,Bohlin,319,44.54,1283
8545,Catrina,Travax,421,232.9,4173.4
8546,Karina,Pulsifer,237,79.41,7748.9
8547,Nikki,Weide,973,216.82,2165.1
8548,Britni,Bord,679,336.62,9852.3
8549,Gwenneth,Wareing,267,871.49,3512
8550,Cristabel,Leffen,558,547.53,2858.7
8551,Mathilda,Love,691,413.43,2506.3
8552,Donetta,Ellord,196,351.18,3671.7
8553,Arabel,Breed,691,378.21,2568.7
8554,Celene,Hilbert,155,594.54,8595
8555,Alisha,Sigfrid,86,295.4,3.8
8556,Flory,Ferrell,755,146.04,9921.4
8557,Lanae,Nicoline,952,549.7,4539.1
8558,Charlena,Gilbertson,738,31.96,1347
8559,Aurelie,Mayeda,717,518.54,5111.4
8560,Coral,Carri,399,832.55,8322.8
8561,Wendi,Plato,712,645.86,996.4
8562,Norine,Isidore,763,587.52,6016.2
8563,Jan,Colleen,564,431,3828.5
8564,Adriana,Bonilla,967,531.7,6102.4
8565,Romona,Vastah,885,611.05,7988.6
8566,Jean,Vastah,170,931.63,284.5
8567,Yetty,Schroth,480,618.26,9537
8568,Taffy,Kevon,300,927.89,2034
8569,Zia,Merna,813,864.59,9968.5
8570,Pierette,Nahum,970,879.11,912.9
8571,Arlina,Rocray,393,441.81,6579.3
8572,Kore,Levey,637,516.05,7505.6
8573,Yetty,McLaughlin,693,895.97,7497.8
8574,Berget,Rocray,114,688.11,7807.6
8575,Elmira,Grobe,707,626.55,944.7
8576,Tilly,Sothena,74,799.79,1353.8
8577,Perry,Izaak,742,77.58,413.6
8578,Collen,Kellby,993,827.83,6041.3
8579,Minne,Gilbertson,388,857.87,8125.2
8580,Anestassia,Amadas,346,654.05,4753.9
8581,Quintina,Stacy,872,41.81,617
8582,Leona,Madelene,657,705.47,6101.7
8583,Lucy,Persse,894,873.17,7785.6
8584,Teddie,Bevin,300,682.15,490
8585,Corly,Eachern,283,799.3,5835.1
8586,Lolita,Hull,261,746.81,3004.6
8587,Leia,Ethban,955,513.12,908.4
8588,Tani,Tannie,57,334.67,960
8589,Corry,Terrence,568,208.02,8891.6
8590,Ketti,Harday,430,914.62,4337.5
8591,Demetris,Warthman,657,661.74,6815.3
8592,Sidoney,Marisa,76,191.59,9197
8593,Lauryn,August,574,470.14,4750.6
8594,Shaylyn,Roxanna,553,598.19,8381.3
8595,Nanete,Marisa,87,128.49,57.6
8596,Estell,Charity,912,16.49,7094.2
8597,Heida,Giule,489,203.47,9536.8
8598,Aigneis,Lemuela,412,241.81,3501.3
8599,Charlena,Gahl,30,747.96,6971.3
8600,Mildrid,Elo,739,679.28,5196.3
8601,Belva,Vastah,172,755.13,7082
8602,Rozele,Maurine,342,459.86,3982.5
8603,Ruthe,Drisko,478,292.4,3192.8
8604,Leeanne,Remmer,270,269.72,4506.7
8605,Ida,Mata,544,612.23,6929.9
8606,Yetty,Aida,917,841.95,3075.9
8607,Margarette,Ulphia,311,224.6,4180
8608,Averyl,Schlosser,636,793.62,977.1
8609,Dagmar,Rocray,69,498.69,7410.8
8610,Nicoli,Presber,360,292.8,825.8
8611,Liana,Kenney,910,882.84,473.4
8612,Farrah,Ajay,924,437.99,3789.6
8613,Arlina,Kaete,177,245.31,8213.5
8614,Genevra,Chabot,841,918,5209.8
8615,Albertina,Chesna,93,725.04,9114.1
8616,Sibella,Stoller,784,44.49,2695.7
8617,Bernardine,Bord,480,835.6,5044.4
8618,Isa,Ortrude,286,866.54,226.4
8619,Eugine,Leonard,727,975.94,207.5
8620,Norine,Zamora,204,857.82,4754.5
8621,Harrietta,Tyson,982,360.51,1824.6
8622,Susette,Rona,317,102.42,6010
8623,Charlena,Sisile,316,4.17,9915.8
8624,Tracey,Tippets,791,28.27,4464.9
8625,Bee,Schroth,180,893.4,3675.5
8626,Sara-Ann,Jobi,565,51.49,3378.7
8627,Corina,Plato,815,579.31,9144.1
8628,Cristabel,Kermit,282,972.78,8338.8
8629,Edee,Egbert,861,932.23,6236.6
8630,Marline,Niles,136,211.99,9892.5
8631,Loree,Adlare,498,342.57,2168.7
8632,Yolane,Ajay,611,871.86,4984.7
8633,Aryn,Thilda,307,336.82,4506.5
8634,Joleen,Zola,526,356.56,2941.6
8635,Brietta,Franza,69,803.86,5535.6
8636,Celisse,Elo,521,812.22,3786.8
8637,Gavrielle,Pettiford,940,97.45,6444.1
8638,Larine,Constancy,724,234.42,8283.4
8639,Jere,Cath,165,737.51,2401.7
8640,Sabina,Brodench,285,475.2,3445.9
8641,Marnia,Kamaria,971,364.43,8479.8
8642,Mariann,Waldron,116,717.24,5969
8643,Carmela,My,706,604.59,6199.3
8644,Michaelina,Brodench,847,328.75,2483.3
8645,Mireielle,Adlare,55,935.39,7041.6
8646,Keelia,Carleen,636,372.36,2767
8647,Evita,Hedve,249,340.9,2755.1
8648,Dode,Buffum,371,507.86,1475.1
8649,Dotty,Ludewig,522,173.71,7630.9
8650,Gwenneth,Kress,724,83.92,1113.6
8651,Lanae,Seessel,480,615.05,9789.8
8652,Donnie,Edison,999,351.61,2136.5
8653,Mallory,Linskey,7,85.35,82.1
8654,Valera,Weaks,455,795.68,3375.2
8655,Emmey,Redmond,617,498.23,687.3
8656,Harrietta,Leary,26,399.57,9071.4
8657,Jenda,Adalbert,693,126.21,8963.1
8658,Flory,Dex,358,43.59,39.8
8659,Anthia,Norvol,174,780.46,7279.7
8660,Gilligan,Verger,751,514.57,5366
8661,Eolanda,Brian,194,84.14,9532.3
8662,Fawne,Allina,263,135.28,100.2
8663,Frances,Estella,719,837.38,2132.1
8664,Alex,Dudley,306,611.63,7220.5
8665,Sissy,Shanley,139,661.47,5791.5
8666,Talya,Guthrie,732,174.62,3398
8667,Carilyn,Raffo,359,81.31,8218.9
8668,Monika,Thad,184,742.46,6911.7
8669,Mahalia,Norvol,641,354.92,3932.9
8670,Teriann,Bevin,21,205.45,1186.6
8671,Hope,Ehrman,287,573.13,1593.5
8672,Mellicent,Aprile,731,767.9,8747.7
8673,Loree,Koziara,129,455.11,3413
8674,Angelique,Noelyn,165,263.19,6041.8
8675,Julieta,Jalbert,118,764.99,8533.8
8676,Dode,Fiester,207,890.86,6257.2
8677,Melisent,Raul,164,635.87,5657.1
8678,Modestia,Nunci,338,922.07,5086.4
8679,Gisela,Nunci,743,636.37,3940.8
8680,Hope,Linehan,353,140.52,2187.4
8681,Merle,Thomasina,37,130.58,453
8682,Clementine,Dulciana,950,34.41,5181
8683,Karena,O'Neill,734,877.97,3603.3
8684,Andeee,LaRue,830,160.97,1135.9
8685,Veda,Tatianas,160,163.62,5862.8
8686,Eadie,Shirberg,219,283.84,9286.6
8687,Annora,Hermes,364,959.59,26.8
8688,Lelah,Ahab,413,437.54,7151
8689,Kirbee,Bonilla,250,250.2,2881.2
8690,Shell,Roxanna,932,838.25,3442.9
8691,Merry,Chauncey,855,966.57,2939.4
8692,Melodie,Colyer,892,621.97,7263.8
8693,Bobbi,Donell,688,458.45,8747.1
8694,Averyl,Magdalen,168,36.74,1857.2
8695,Stephanie,Dearborn,572,717.96,3445.3
8696,Jordan,Cookie,404,668.22,9530
8697,Susan,Lewes,906,534.38,548.2
8698,Joelly,Jerold,67,51.01,9605.1
8699,Anallese,Pillsbury,463,59.4,7420.7
8700,Ulrike,Parsaye,531,688.06,6340.4
8701,Emma,Silvan,104,916.97,2611.8
8702,Tierney,Saint,425,714.88,4962.2
8703,Ida,Martguerita,383,532.23,4004.4
8704,Millie,Henebry,234,258.77,5784.9
8705,Blinni,Fiann,159,236.55,9519.4
8706,Sherrie,Caitlin,587,738.74,5467.2
8707,Devina,Wittie,233,791.64,19.8
8708,Riannon,Chauncey,130,729.32,7381.9
8709,Carlie,Skurnik,69,338.52,9808.9
8710,Marguerite,Jacobah,927,853.92,7799.8
8711,Layla,Cookie,864,974.57,3440.3
8712,Ariela,Agle,838,544.52,4842
8713,Cyb,Mitzi,41,222.67,550.4
8714,Randa,Laurianne,950,889.36,7456.2
8715,Shaylyn,McAdams,131,570.78,5687.2
8716,Lynea,Edison,713,974.42,1107.1
8717,Ricky,Stav,323,346.58,5452.4
8718,Queenie,Grobe,613,673.7,8032.9
8719,Coral,Raimondo,888,55.61,7143.7
8720,Ricky,Means,42,181.83,5375.6
8721,Gwyneth,Peg,270,35.66,2608.7
8722,Lizzie,Marcellus,432,718.63,8785.6
8723,Clary,Bivins,939,824.99,7530
8724,Rayna,Engdahl,994,253.79,2275.8
8725,Harmonia,Dorothy,653,913.37,7275.9
8726,Correy,Hollingsworth,984,721.38,4534.1
8727,Lyssa,Bach,316,624.74,8916.3
8728,Amelia,Merat,488,210.05,6258.2
8729,Giustina,Wareing,737,167.93,7422.5
8730,Kore,Tacye,717,387.59,3371.6
8731,Florie,Fadiman,854,834.29,9052.9
8732,Almeta,Eldrid,740,541.38,2406.8
8733,Marleah,Tayib,796,360.29,7972.8
8734,Zaria,Urias,871,736.91,9097.6
8735,Fanny,Bakerman,148,902.32,4927.7
8736,Kara-Lynn,Meli,99,543.3,806.7
8737,Chrystel,Tyson,681,315.95,3833.2
8738,Raquela,Creamer,308,763.61,699
8739,Kalina,Suk,557,617.32,2373.7
8740,Ericka,Garlinda,262,952.41,2282
8741,Cristine,Ammann,217,165.04,1188.6
8742,Elmira,Monk,966,423.85,5385
8743,Henriette,Shanley,200,357.38,2990.3
8744,Yvonne,Nance,723,421.17,3150.5
8745,Yetty,Heisel,735,743.47,5245.1
8746,Meg,Standing,894,140,6776.5
8747,Basia,Cordi,684,69.74,3889.7
8748,Orsola,Nisbet,426,359.04,3930.3
8749,Renae,Peg,504,325.87,3892.7
8750,Kary,Nerita,324,422.82,5214.3
8751,Emmey,Tippets,221,35.19,5060.7
8752,Gale,Aloise,952,209.23,9351.3
8753,Diena,Carmena,848,408.74,5115.2
8754,Sara-Ann,Dawkins,117,451.63,467.2
8755,Caressa,Mauer,396,947.31,8924.3
8756,Carilyn,Nickola,142,347.6,8583.2
8757,Elka,Middleton,632,794.51,9754.1
8758,Tonia,Carri,755,267.22,4452.8
8759,Agnese,Ophelia,557,566.04,1794.7
8760,Lonnie,Kravits,821,554.72,2977.5
8761,Keelia,Geffner,289,552.7,5357.9
8762,Nollie,Maiah,153,412.99,5711.3
8763,Fina,Cherianne,610,800.06,6591.1
8764,Dode,Vilma,882,209.77,2336.3
8765,Lorenza,Franza,644,215.9,3211.6
8766,Tamqrah,Claudine,268,819.14,9095.9
8767,Maryellen,Zaslow,927,84.69,7502.8
8768,Sonni,Breed,443,826.16,2458.1
8769,Merle,Stanwood,671,867.9,4052.2
8770,Cathie,Ramona,967,564.43,4118.8
8771,Maye,Docilla,390,400.89,635.7
8772,Wynne,Melan,286,931.9,6659.6
8773,Harrietta,Fitzsimmons,569,406.94,6158.7
8774,Malina,Hepsibah,258,956.91,4086.3
8775,Amalie,Rheingold,337,375.71,3657.1
8776,Robbi,Kelula,555,619.42,3942.5
8777,Gabriellia,Ackerley,588,382.8,2790.5
8778,Gusella,Soneson,530,992.3,6432.3
8779,Randa,Obed,77,472.5,1589.8
8780,Leona,Marsden,130,681.19,9558.2
8781,Gwyneth,Zola,476,282.18,5322.3
8782,Delilah,Kare,455,181.57,9660.9
8783,Shaylyn,Pettiford,698,792.97,7438.9
8784,Pearline,Jary,537,801.32,4449
8785,Sam,Dulciana,997,919.4,7125.2
8786,Adele,Plato,408,358.62,6876.1
8787,Fina,Leonard,913,41.86,6678.7
8788,Claudina,Agle,88,991.31,8694.1
8789,Blake,Roscoe,292,64.78,9894.8
8790,Jsandye,Peonir,19,947.41,2955
8791,Natka,Kravits,377,976.83,5380.9
8792,Marnia,Hathaway,167,244.25,6149.8
8793,Frank,Alejoa,861,349.01,1762.3
8794,Dawn,Abram,221,923.24,6023.3
8795,Sophia,Haerr,254,974.16,1518.1
8796,Melina,Chaing,731,584.27,2757
8797,Amelia,Fitzsimmons,461,805.75,6952
8798,Brandise,Camden,817,121.65,9127.9
8799,Ardeen,Alrich,879,622.98,4123.9
8800,Wilma,Randene,20,808.58,2392.1
8801,Mureil,Gusella,930,551.03,9706.9
8802,Valera,Adamsen,572,389.14,80.2
8803,Philis,Maxi,355,277.44,4185.2
8804,Imojean,Bibi,691,903.3,4816.4
8805,Lulita,Travax,687,888.14,5416.4
8806,Emilia,Michella,566,558.28,9154.3
8807,Winifred,Jacobah,928,482.09,9322.8
8808,Iseabal,Jagir,394,78.91,5574
8809,Marsiella,Charmine,749,294.12,984.7
8810,Valera,Bevin,541,424.83,3474.3
8811,Vivia,Bearnard,366,464.83,7914.3
8812,Melisent,Teryn,805,452.34,571.2
8813,Ileana,Marisa,37,31.03,5789.9
8814,Florie,Bates,397,363.02,7405.9
8815,Jere,Killigrew,998,423.21,3598.5
8816,Halette,McNully,747,394.72,4548.6
8817,Vivia,Andrel,627,75.02,3271
8818,Caryl,Colleen,779,61.59,474.6
8819,Brandise,Keelia,663,621.05,2754.5
8820,Aubrie,Wyn,37,496.37,6457
8821,Katleen,Infield,917,790.71,5644.7
8822,Jorry,Denis,682,99.04,6919.2
8823,Larine,Justinn,957,866.73,4693.8
8824,Aimil,Ummersen,769,987.93,1703.4
8825,Christy,Grimbly,128,417.16,6375.6
8826,Hyacinthe,Santoro,494,471.06,1753.7
8827,Phylis,Garlinda,935,574.5,1385.3
8828,Oona,Maiah,539,486.37,7846.9
8829,Monika,Raychel,480,255.47,1705.3
8830,Dorthy,Shirberg,296,790.69,5973.4
8831,Raina,Jacobah,152,788.61,7626.4
8832,Adore,Pulsifer,472,444.41,665.9
8833,Jolyn,Secrest,238,973.33,8774.7
8834,Jenda,Bonucci,974,204.61,7824.6
8835,Abbie,Zola,315,175.12,4102.1
8836,Maurene,Stacy,314,615.85,3504.6
8837,Jennica,Stevy,630,661,7720.3
8838,Dulce,Junie,735,813.95,7135.4
8839,Livvyy,Mich,268,795.47,6929.2
8840,Bee,Edvard,651,445.37,8681.2
8841,Daryl,Drus,569,707.68,1867.7
8842,Marinna,Hylan,280,788.19,9957
8843,Olivette,Kristi,415,32.98,9364.2
8844,Meg,Erminia,58,85.53,2120.2
8845,Annaliese,Nea,506,471.21,7871.3
8846,Nessie,Woodberry,101,3.55,5565.4
8847,Christy,Toni,104,986.49,9055.6
8848,Rozele,Woodberry,877,85.17,8717.2
8849,Janenna,Bow,544,828.53,663.4
8850,Cordi,Lanita,482,69.02,2381.3
8851,Anica,Edison,982,59.83,890.4
8852,Veda,Ilka,618,750.87,4678.8
8853,Tabbatha,Flita,85,660.41,988
8854,Fanchon,Shelba,98,606.94,5915.4
8855,Cecile,Baylor,992,811.52,5326.8
8856,Florencia,Fontana,807,165.96,7699.3
8857,Caressa,Henrie,545,768.56,2499.8
8858,Vinita,Brotherson,132,548.49,5165.6
8859,Phylis,Henrie,7,155.96,7058.2
8860,Fredericka,Gahl,324,479.86,3265.3
8861,Paulita,Berl,314,151.63,8812
8862,Almeta,Prouty,723,201.65,4609.4
8863,Anestassia,Maroney,764,960,1814.4
8864,Sindee,Lia,305,946.34,7590.1
8865,Ermengarde,Ingra,358,434.92,3717.3
8866,Justinn,Lamoree,384,208.2,457.6
8867,Melisent,Dulciana,486,536.97,1299.6
8868,Esmeralda,Gavrila,253,288.36,9726.8
8869,Marti,Henebry,469,152.24,9161.4
8870,Consuela,Nance,381,823.55,1235.3
8871,Tami,Hutchison,667,189.64,1409.8
8872,Michaelina,Whittaker,964,543.68,9252.2
8873,Leanna,Dituri,432,373.23,387.7
8874,Suzette,Hanshaw,786,238.76,8843.8
8875,Lorne,Even,681,211.24,4246
8876,Andree,Celestine,320,135.85,8223.1
8877,Katharina,Pelagias,538,648.51,9471.9
8878,Sophia,Brittani,69,103.24,5024.7
8879,Tonia,Carmena,665,875.34,2140.5
8880,Doro,Nance,526,304.94,2697.2
8881,Abbie,Vanni,532,829.13,8291.2
8882,Nelle,Campball,449,657.18,3424.1
8883,Ernesta,Travax,926,671.09,3415.3
8884,Dorthy,Ade,566,367.63,7228.2
8885,Adele,Salchunas,483,799.5,4848.7
8886,Leia,Lorenz,509,334.05,7881.4
8887,Marcelline,Devlen,928,346.51,7177.6
8888,Wanda,Doig,891,520.61,5053.9
8889,Jobi,Gombach,848,187.98,186.7
8890,Audrie,Gunn,290,541.67,400.8
8891,Hayley,Sabella,838,744.4,3713.3
8892,Marcy,Cristi,56,320.75,7680.7
8893,Henriette,Elisha,671,504.89,1478.7
8894,Sam,Alabaster,18,572.9,967.6
8895,Celestyna,Ranjiv,369,165.27,5921.8
8896,Cyb,Wiener,350,762.2,175.1
8897,Rozele,Frodi,49,790.12,1262
8898,Damaris,Lauraine,915,189.69,9201.8
8899,Kalina,Nerita,364,622.54,8153
8900,Leona,Rona,343,824.49,6510
8901,Cyndie,Brunell,619,398.69,1850.8
8902,Melodie,Gilmour,425,718.89,1389.3
8903,Rayna,Zrike,301,320.02,9550.2
8904,Ada,Giule,625,532.91,7604
8905,Wanda,Bury,151,954.21,6204.4
8906,Marinna,Isacco,398,552.97,7335.2
8907,Rosanne,Ophelia,850,280.43,5702.6
8908,Corene,Shelba,464,471.34,7483
8909,Wileen,Idelia,92,849.03,7155.7
8910,Courtnay,Minetta,620,613.92,4311.7
8911,Peri,Desai,779,662.89,5927.2
8912,Joane,Malina,414,992.96,9572
8913,Tabbatha,Baudin,751,796.11,6183.9
8914,Mireielle,Bertold,695,381.13,5641.8
8915,Krystle,Alejoa,297,597.41,5569.4
8916,Nanete,Vivle,414,812.42,8936.7
8917,Barbara,LaRue,969,977.66,29.9
8918,Joceline,Wadell,550,352.64,9059.4
8919,Marti,Ax,554,576.62,2903.9
8920,Lucy,Carbo,922,265.22,2544.3
8921,Elbertina,Dannye,57,864.91,9360.3
8922,Halette,Hamil,532,21.6,5408.2
8923,Charlena,Freddi,418,663.27,5094.5
8924,Dolli,Hoban,935,299,7886.7
8925,Joane,Harned,80,629.71,8566.3
8926,Kelly,Schroth,230,3.15,7616.6
8927,Rebeca,Zina,771,165.6,6119
8928,Alyda,Zamora,907,809.35,9977.7
8929,Fina,Bury,82,836.64,9609.4
8930,Renae,Alva,310,517.01,6956.7
8931,Allyce,Meli,259,486.53,6274.8
8932,Daune,Primalia,248,122.36,2861.5
8933,Deane,Cimbura,479,454.05,221.8
8934,Sabina,Israeli,704,584.45,7088.7
8935,Fanchon,Sadowski,458,838.92,6438
8936,Georgetta,Atcliffe,639,340.1,3649.4
8937,Kaja,Nahum,761,734.7,3077.5
8938,Kylynn,Heisel,830,183.7,1249.2
8939,Lucille,Havens,776,86.58,8822
8940,Kathy,Alva,65,68.32,3165.6
8941,Gertrud,Toffic,67,427.84,7055.4
8942,Janis,Rurik,929,72.46,9482.7
8943,Madalyn,Ephrem,362,672.33,1042.7
8944,Reeba,Konyn,794,551.85,2928.4
8945,Annecorinne,Vittoria,613,169.44,2874
8946,Kaia,Chinua,850,105.09,2189.7
8947,Lorne,Schonfeld,194,244.48,9602.9
8948,Harmonia,Kimmie,642,908.18,2938.2
8949,Kate,Pettiford,964,625.84,8101.5
8950,Edyth,Sherrie,833,209.19,9519
8951,Roxane,Carvey,895,978.29,6848.4
8952,Katuscha,Hurley,568,818.31,3406.6
8953,Shell,Tufts,613,398.08,7267
8954,Sonni,Hortensia,279,821.84,2457.5
8955,Elbertina,Whittaker,730,612.55,669.8
8956,Genevra,Baptlsta,53,478.67,6800.1
8957,Kelly,Lissi,320,925.82,917.4
8958,Jillayne,Bluh,126,663.13,8572.5
8959,Karena,Melony,242,6.01,5188.7
8960,Dione,Dannye,548,270.07,1155.5
8961,Orsola,Marden,482,48.25,2942.5
8962,Jsandye,Parsaye,562,254.07,6566.1
8963,Giustina,Lasley,967,80.19,5612.2
8964,Marjie,Morgun,761,146.17,3765.2
8965,Cathie,Joli,68,336.55,741.9
8966,Shaylyn,Zina,206,216.48,2851.3
8967,Dede,Belldas,298,118.5,8926.9
8968,Gianina,Greenwald,905,704.16,1135.6
8969,Sue,Koehler,638,552.73,7470.8
8970,Donnie,Selway,58,250.79,9498.6
8971,Ayn,Kamaria,412,723.79,3911.6
8972,Rosabelle,Publia,215,268.14,3176.8
8973,Ivett,Oriana,722,742.56,3702.9
8974,Jaclyn,Ciapas,993,300.77,7497.2
8975,Mallory,Haymes,249,478.47,2459.4
8976,Daryl,Darbie,762,853.65,163.3
8977,Melodie,Lareena,12,603.04,6763.3
8978,Dagmar,Pierette,76,349.36,3800.2
8979,Hettie,Wyn,217,553.2,8647.9
8980,Codie,Breed,95,880.43,8897.4
8981,Elise,Roarke,179,335.26,9409.7
8982,Deedee,Philipp,70,50.93,3360.6
8983,Isa,Grosz,341,410.07,86.6
8984,Yvonne,Presber,344,531.97,7212.9
8985,Ethel,Ajay,818,630.16,389.4
8986,Hallie,Sheng,216,437.2,7945.9
8987,Jacquetta,Devlen,280,744.95,4077.4
8988,Rosene,Jerold,221,8.88,4915.2
8989,Catrina,Ries,695,23.97,3108.9
8990,Genevra,Croix,295,403.75,1525.3
8991,Kamilah,Wandie,465,468.93,8196.9
8992,Nickie,Edison,470,197.96,6345.1
8993,Lizzie,Lesley,961,666.29,6341.8
8994,Meriel,Gunn,125,635.25,86.9
8995,Ashlee,Kat,481,294.96,960.8
8996,Fanny,Weinreb,269,873.2,6051.7
8997,Tonia,Soneson,735,224.91,1286.5
8998,Letizia,Seagraves,891,339.15,8635.5
8999,Hyacinthe,Fredi,870,645.57,9787.1
9000,Kristina,Ailyn,587,529.63,1617.4
9001,Laurene,Evangelia,136,807.78,5389.3
9002,Dennie,Emmaline,601,505.39,849.1
9003,Clo,Skurnik,147,982.97,1271.9
9004,Lenna,Iaverne,587,436.08,8778.3
9005,Amara,Fulmer,752,896.88,8391.7
9006,Sharai,Maryanne,372,700.5,1952.4
9007,Nataline,Levey,1000,81.83,3503.6
9008,Jessamyn,Abbot,653,640.51,4444.1
9009,Katharina,Chem,656,864.14,1600.2
9010,Roz,Brian,280,407.78,6849.3
9011,Lindie,Etom,842,135.32,5435.2
9012,Kirstin,Nerita,144,795,8232.4
9013,Norine,Trace,881,83.73,5928.1
9014,Sidoney,Kunin,589,25.59,4639.2
9015,Florie,Bates,487,570.17,207.1
9016,Brooks,Garbe,660,267.93,6897.1
9017,Lory,Estella,754,367.96,6766.9
9018,Chastity,Juliet,536,176.04,2965.2
9019,Verla,Wyn,481,262.2,4282.9
9020,Albertina,Nickola,810,802.53,8912.3
9021,Dennie,Pillsbury,319,907.15,9320.1
9022,Dulcinea,Schwejda,558,601.47,2856
9023,Debee,Flita,230,783.64,8192
9024,Adriana,Audly,608,135.13,200.8
9025,Rayna,Delila,793,959.6,5564.4
9026,Teddie,Zaslow,65,937.03,2854
9027,Gilda,Teryn,317,239.4,3200.4
9028,Madalyn,Ephrem,347,376.21,8399.1
9029,Loree,Engdahl,602,324.27,8745.7
9030,Stephanie,Glovsky,814,359.47,2573.4
9031,Penelopa,Prober,331,205.48,9061.4
9032,Marylou,Bakerman,17,459.94,5954.5
9033,Tierney,McGrody,819,83.07,5009.6
9034,Netty,Ackerley,367,756.82,5076.1
9035,Mureil,Atcliffe,215,127.93,6647.4
9036,Evaleen,Lindemann,551,968.95,7764
9037,Brianna,Ambrosia,145,589.96,6968.8
9038,Gabi,Diogenes,183,546.48,8046
9039,Susan,Barney,282,499.71,2950.6
9040,Chere,Azeria,226,9.53,5449.5
9041,Celisse,Holtz,449,937.57,8460.9
9042,Anthia,Martsen,51,955.1,9468.2
9043,Leia,Destinee,291,21.44,8040.7
9044,Jsandye,Sikorski,93,692.99,6293.6
9045,Ada,Dimitris,553,376.64,5561.1
9046,Darci,Bach,738,666.78,5736.1
9047,Paola,Penelopa,16,627.96,7572.2
9048,Rosene,Cookie,99,850.01,4055.2
9049,Kirbee,Jerald,627,351.52,1504.6
9050,Lenna,Rebecka,250,893.63,4467.5
9051,Gianina,Mitzi,290,303.07,5048.4
9052,Lonnie,Lowry,494,534.32,5415
9053,Consuela,Ummersen,705,276.39,5837.7
9054,Benita,Bibi,888,469.3,8232.7
9055,Tybie,Buffum,429,660.67,5777.9
9056,Riannon,Sisile,267,522.31,7271.1
9057,Viki,Seagraves,58,101.51,7573.8
9058,Isa,Natica,658,743.06,1702.5
9059,Lory,Gherardo,105,298.09,2842.9
9060,Heida,Raychel,763,711.3,8517.9
9061,Marita,Brenn,210,439.18,9704.2
9062,Linet,Zeeba,44,696.87,8253
9063,Aimil,Podvin,167,635.1,8949.5
9064,Alex,Simmonds,131,974.52,7683.3
9065,Josephine,Marcellus,746,456.24,5420.7
9066,Ermengarde,Lareena,636,335.28,4924.8
9067,Ninnetta,Niles,232,485.47,3265.9
9068,Zondra,Francene,945,814.21,4124.1
9069,Philis,Hoenack,688,374.66,5888.4
9070,Kayla,Darbie,133,870.09,4826.1
9071,Halette,Monk,60,506.52,5018.8
9072,Jessy,Stover,666,244.33,7970.5
9073,Vinita,Mott,450,802.92,2000.9
9074,Dode,Suk,677,874.1,3113.7
9075,Angelique,Mendez,662,564.87,3477.7
9076,Catharine,Ovid,824,288.34,2625.3
9077,Frank,Rubie,428,888.92,2253.6
9078,Amelia,Nedrud,77,835.07,4339.1
9079,Kathi,Richers,958,926.04,6528.9
9080,Doralynne,Meli,864,587.15,4485.7
9081,Flo,Eugenia,686,662.46,6822.6
9082,Antonietta,Stephie,515,327.68,1027.9
9083,Pollyanna,Nea,28,913.17,3560.8
9084,Adelle,Odell,295,535.34,9456.5
9085,Pierette,Merna,70,348.4,1306
9086,Deane,Stilwell,930,506.29,3625.9
9087,Rozele,Gherardo,149,256.06,1709.1
9088,Doro,Joeann,243,501.06,6960.9
9089,Sharlene,Darrell,647,820.94,6597.7
9090,Camile,Even,623,538.36,2776.8
9091,Lelah,Hieronymus,8,915.05,1479.3
9092,Pollyanna,Tengdin,207,667.13,659.1
9093,Miquela,Georas,528,347.51,4122.3
9094,Maryellen,Faro,134,285.32,5359.2
9095,Concettina,Jeanne,343,118.96,8646
9096,Xylina,Horan,880,381.34,4291.7
9097,Priscilla,Horan,366,706.97,6476.5
9098,Josephine,Stav,400,421.39,9581.3
9099,Di,Serilda,934,279.27,2356.2
9100,Jenda,Yusuk,11,465.45,964.3
9101,Maridel,Olnee,914,894.02,7027.2
9102,Philis,Romelda,237,855.67,906.3
9103,Corly,Wu,845,155.7,8457.5
9104,Ginnie,Ingra,738,814.1,4354.3
9105,Myriam,Colyer,480,697.12,4054.7
9106,Nikki,Manolo,593,414.89,3362.7
9107,Rani,Diann,458,927.85,1941
9108,Hope,Estella,681,194.62,6650.9
9109,Arabel,Alejoa,25,676.64,3219.7
9110,Ardeen,Grayce,643,317.76,8327.4
9111,Ira,Nahum,388,899.56,4545.7
9112,Lacie,Gherardo,536,827.22,2159.3
9113,Chrystel,Fancie,576,762.17,4562.3
9114,Ira,Ventre,58,763.96,6005.5
9115,Ayn,Hortensia,971,819.55,8652.2
9116,Madalyn,Bury,66,327.04,1791.3
9117,Gisela,Yusuk,877,936.59,9323.3
9118,Heddie,Bartlett,830,564.03,1614.8
9119,Selia,Ammann,722,129.69,8112.3
9120,Bernardine,Erb,185,815.97,8992.2
9121,Lyssa,Mathilde,772,80.74,7216.7
